prikey,Key,User,Upload Time (GMT),Survey Name,Version,Complete,Survey Notes,Location Trigger,Instance Name,_start (GMT),_end (GMT),_device,site,plot,quadrat,host,phenologyhost1,phenologyhost2,phenologyhost3,light,gbh1,gbh2,gbh3,gbh4,gbh5,infest,biomass,phenologypar1,phenologypar2,phenologypar3,clump,poll,disp,foli
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,25,32,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,26,44,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Mangifera indica,1,0,0,43,30,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Azadirachta indica,1,0,0,40,7,8,7,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,26.6,54,,,,,1,3,1,0,1,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,5.29999999999999,15,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,22.1,15,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,0.599999999999999,21,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,6.4,13,14,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,10.9,52,34,,,,1,2,0,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,10.9,52,34,,,,1,4,1,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,10.9,52,34,,,,1,3,1,0,0,1,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,10.9,52,34,,,,1,1,1,0,0,2,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,9.8,47,21,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Benkara malabarica,1,0,1,16.1,25,17,17,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,19.3,32,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,24.6,47,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,26,43,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,24,52,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,25,48,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,24,31,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,27,40,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Azadirachta indica,1,0,0,28,61,50,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,25,56,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,23,54,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,25,39,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,20.3999999999999,33,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,18.5,37,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,34.5,36,24,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,43,52,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,35,47,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Azadirachta indica,1,0,0,2,59,50,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,5.4,40,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,5,34,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,5,84,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,4.5,40,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,4.5,33,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,20,40,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,20,50,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,25,63,21,56,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,29.3,31,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,30,31,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,0,30,32,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Acacia auriculiformis,1,0,1,5,50,,,,,2,,0,0,0,,,,
3,,preethi1433@gmail.com,2018-01-09T13:29:14Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-08T00:44:16Z,2018-01-09T12:36:38Z,-2147483648,pu,behindlibrary,BL1,Peltophorum pterocarpum,1,0,0,47.3999999999999,57,35,,,,2,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,0,4,24,,,,,1,4,1,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,0,4,24,,,,,1,1,0,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,41.2999999999999,79,,,,,1,3,1,0,0,1,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,41.2999999999999,79,,,,,1,4,1,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,41.2999999999999,79,,,,,1,3,1,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,41.2999999999999,79,,,,,1,2,1,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,41.2999999999999,79,,,,,1,1,0,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,41.2999999999999,79,,,,,1,1,0,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,41.2999999999999,79,,,,,1,2,1,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,41.2999999999999,79,,,,,1,1,0,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,41.2999999999999,79,,,,,1,1,1,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,41.2999999999999,79,,,,,1,2,0,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,41.2999999999999,79,,,,,1,1,0,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,41.2999999999999,79,,,,,1,3,1,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,6.5,35,,,,,1,1,1,1,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,6.5,35,,,,,1,2,1,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,0,6,10.5,,,,,2,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,7,17.5,,,,,2,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,0,8,15.1999999999999,,,,,2,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,0,9,12,,,,,2,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Azadirachta indica,1,0,0,14,14,30,,,,2,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Azadirachta indica,1,0,0,14,29,,,,,2,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Azadirachta indica,1,0,0,14,16,12,32,,,2,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Azadirachta indica,1,0,0,14,26,,,,,2,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,14,12,7,10,,,2,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,0,14,10,,,,,2,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,0,14,10,6,,,,2,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Morinda coreia,1,0,1,14,9,11,10,,,2,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,1,0,8,21,,,,,1,1,1,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,1,0,8,21,,,,,1,,0,0,0,,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,8,24,,,,,1,4,1,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,1,14,14,,,,1,3,1,0,0,2,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,1,14,14,,,,1,2,1,0,0,1,,,
4,,preethi1433@gmail.com,2018-01-09T14:18:42Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,,,,2018-01-09T01:48:55Z,2018-01-09T13:26:07Z,-2147483648,pu,behindlibrary,BL2,Acacia auriculiformis,1,0,1,1,8,,,,,2,,0,0,0,,,,
