prikey,Key,User,Upload Time (GMT),Survey Name,Version,Complete,Survey Notes,Location Trigger,Instance Name,_start (GMT),_end (GMT),_device,site,plot,quadrat,host,phenologyhost1,phenologyhost2,phenologyhost3,light,gbh1,gbh2,gbh3,gbh4,gbh5,infest,biomass,phenologypar1,phenologypar2,phenologypar3,clump,poll,disp,foli
11,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 3 behind temple,,,2018-01-24T01:40:34Z,2018-01-29T11:18:26Z,-2147483648,aranya,plot3,,Bridelia retusa,1,0,1,5,14,,,,,2,,,,,,,,
11,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 3 behind temple,,,2018-01-24T01:40:34Z,2018-01-29T11:18:26Z,-2147483648,aranya,plot3,,Casuarina equisetifolia,1,0,1,1.4,40,,,,,1,1,1,0,0,1,,,
11,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 3 behind temple,,,2018-01-24T01:40:34Z,2018-01-29T11:18:26Z,-2147483648,aranya,plot3,,Casuarina equisetifolia,1,0,0,7,15,,,,,2,,,,,,,,
11,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 3 behind temple,,,2018-01-24T01:40:34Z,2018-01-29T11:18:26Z,-2147483648,aranya,plot3,,Casuarina equisetifolia,1,0,0,2,29,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Ficus benghalensis,1,0,0,20.8,105,,,,,1,4,1,1,0,1,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Ficus benghalensis,1,0,0,20.8,105,,,,,1,4,1,1,0,1,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Ficus benghalensis,1,0,0,20.8,105,,,,,1,3,1,1,0,1,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Ficus benghalensis,1,0,0,20.8,105,,,,,1,4,1,1,0,1,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Bridelia retusa,1,0,0,23,9,2,,,,1,1,1,1,0,1,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Bridelia retusa,1,0,0,21.7,9,11,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Morinda coreia,0,0,0,3,30,,,,,1,3,0,0,0,1,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Bridelia retusa,1,0,0,3,13,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Ixora pavetta,1,0,0,2,7,5,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia holosericea,1,1,0,1,6,3,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia holosericea,1,1,0,2,8,4,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Dodonaea angustifolia,1,0,1,1,7,4,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia auriculiformis,1,0,0,7,7,11,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Syzgium cumini,1,0,0,5,10,6,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia holosericea,1,1,0,2.2,11,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia mangium,1,1,0,2,9,2,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Bridelia retusa,1,0,0,6,13,,,,,1,1,1,0,0,1,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Dodonaea angustifolia,1,0,0,6,11,3,5,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia holosericea,1,0,0,2.5,15,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Morinda coreia,1,0,0,7,32,14,12,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Dodonaea angustifolia,1,0,0,16,14,12,9,5,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Morinda coreia,0,0,0,0,22,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Dodonaea angustifolia,1,0,0,3,5,5,4,4,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Dodonaea angustifolia,1,0,1,3,10,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Morinda coreia,1,0,0,3,13,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Morinda coreia,1,0,0,8,33,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia holosericea,1,0,1,2,8,2,3,,,1,1,1,0,0,2,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia holosericea,1,0,1,2,8,2,3,,,1,1,1,0,0,2,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia mangium,1,0,1,3,8,3,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Borassus flabellifer,1,0,0,20,180,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia mangium,1,0,0,23,12,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Dodonaea angustifolia,1,0,0,7,7,5,4,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia mangium,1,1,0,23,6,7,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Dodonaea angustifolia,1,0,0,4,10,6,8,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Dodonaea angustifolia,1,0,1,5,10,5,7,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia mangium,1,1,1,6,10,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia mangium,1,1,0,9,9,3,4,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia mangium,1,1,0,4,7,6,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia holosericea,1,1,0,12.9,11,11,8,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia mangium,1,1,0,6,9,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia mangium,1,1,0,6,9,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Mangifera indica,1,0,0,56,47,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Dodonaea angustifolia,1,0,1,3,7,7,5,11,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Pterocarpus santalinus,1,0,0,6,15,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Morinda coreia,1,0,0,6,9,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia auriculiformis,1,0,1,9,32,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Dodonaea angustifolia,1,0,1,4,6,4,5,4,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Dodonaea angustifolia,1,0,0,6,14,11,5,5,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Dodonaea angustifolia,1,0,1,3,11,6,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia mangium,1,1,1,16.9,8,11,9,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Borassus flabellifer,1,0,0,36,60,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia mangium,1,1,0,3,7,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia holosericea,1,1,0,2,6,3,3,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Morinda coreia,1,0,0,4,10,6,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Acacia mangium,1,1,1,2,8,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Pterocarpus santalinus,1,0,0,6,21,,,,,2,,,,,,,,
15,,preethi1433@gmail.com,2018-01-29T11:30:20Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] Aranya plot 4 with Banyan parasite other side of road,,,2018-01-24T03:00:04Z,2018-01-29T11:18:32Z,-2147483648,aranya,plot4,,Pterocarpus santalinus,1,0,0,23,36,21,46,52,23,2,,,,,,,,
16,,preethi1433@gmail.com,2018-01-29T11:30:21Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 5 [host] tree 41 has acacia chundra with lot of parasite fruits,,,2018-01-24T09:53:20Z,2018-01-29T11:18:38Z,-2147483648,aranya,plot5,,Acacia mangium,1,1,1,3.1,8,8,,,,2,,,,,,,,
16,,preethi1433@gmail.com,2018-01-29T11:30:21Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 5 [host] tree 41 has acacia chundra with lot of parasite fruits,,,2018-01-24T09:53:20Z,2018-01-29T11:18:38Z,-2147483648,aranya,plot5,,Acacia mangium,1,1,1,4.1,10,12,6,7,15,2,,,,,,,,
16,,preethi1433@gmail.com,2018-01-29T11:30:21Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 5 [host] tree 41 has acacia chundra with lot of parasite fruits,,,2018-01-24T09:53:20Z,2018-01-29T11:18:38Z,-2147483648,aranya,plot5,,Morinda coreia,1,0,0,4.3,20,12,,,,2,,,,,,,,
16,,preethi1433@gmail.com,2018-01-29T11:30:21Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 5 [host] tree 41 has acacia chundra with lot of parasite fruits,,,2018-01-24T09:53:20Z,2018-01-29T11:18:38Z,-2147483648,aranya,plot5,,Acacia holosericea,1,1,1,11.5,8,5,3,,,2,,,,,,,,
16,,preethi1433@gmail.com,2018-01-29T11:30:21Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 5 [host] tree 41 has acacia chundra with lot of parasite fruits,,,2018-01-24T09:53:20Z,2018-01-29T11:18:38Z,-2147483648,aranya,plot5,,Acacia mangium,1,1,1,11.5,6,8,5,4,,2,,,,,,,,
16,,preethi1433@gmail.com,2018-01-29T11:30:21Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 5 [host] tree 41 has acacia chundra with lot of parasite fruits,,,2018-01-24T09:53:20Z,2018-01-29T11:18:38Z,-2147483648,aranya,plot5,,Pterocarpus santalinus,1,0,0,15.8,29,,,,,2,,,,,,,,
16,,preethi1433@gmail.com,2018-01-29T11:30:21Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 5 [host] tree 41 has acacia chundra with lot of parasite fruits,,,2018-01-24T09:53:20Z,2018-01-29T11:18:38Z,-2147483648,aranya,plot5,,Acacia holosericea,1,1,1,6.1,6,5,6,,,2,,,,,,,,
16,,preethi1433@gmail.com,2018-01-29T11:30:21Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 5 [host] tree 41 has acacia chundra with lot of parasite fruits,,,2018-01-24T09:53:20Z,2018-01-29T11:18:38Z,-2147483648,aranya,plot5,,Acacia mangium,1,1,0,6.1,4,4,4,5,5,2,,,,,,,,
16,,preethi1433@gmail.com,2018-01-29T11:30:21Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 5 [host] tree 41 has acacia chundra with lot of parasite fruits,,,2018-01-24T09:53:20Z,2018-01-29T11:18:38Z,-2147483648,aranya,plot5,,Acacia mangium,1,1,1,6.1,5,3,4.5,3,,2,,,,,,,,
16,,preethi1433@gmail.com,2018-01-29T11:30:21Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 5 [host] tree 41 has acacia chundra with lot of parasite fruits,,,2018-01-24T09:53:20Z,2018-01-29T11:18:38Z,-2147483648,aranya,plot5,,Acacia mangium,1,1,0,6.3,7,6,6,4,,2,,,,,,,,
16,,preethi1433@gmail.com,2018-01-29T11:30:21Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 5 [host] tree 41 has acacia chundra with lot of parasite fruits,,,2018-01-24T09:53:20Z,2018-01-29T11:18:38Z,-2147483648,aranya,plot5,,Acacia mangium,1,1,0,6.1,4,6,5,3,,2,,,,,,,,
